S.No,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Press,PresSucc,Press%,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc%,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec%,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
445,Nathan Collins,IRL,DF,Wolves,Premier League,21,2001,7,7,572,6.4,0,0,0,0,0,0,0,0,0,0,56.4,61.6,91.6,1313.8,406.3,11.7,12,97.4,33,34.4,95.9,10.9,14.2,76.9,0,0.31,6.09,0.16,0,3.28,61.6,60.9,0.63,0.63,0,5.47,1.41,0,0,0,0,0,49.1,3.13,9.38,6.56,50.8,3.59,0,0,56.4,0.16,0.16,0.94,0.16,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.31,0.47,0.16,0,0.47,1.09,42.9,0.63,4.53,1.56,34.5,2.34,1.88,0.31,1.72,0.94,0,0.78,2.03,2.66,4.53,0,72,11.9,42.3,33.3,2.19,0.47,71.4,0.47,0.63,75,0.63,0,47.3,257.8,132.2,2.5,0.31,0,0.94,0.16,51.1,50.9,99.7,0.47,0.16,0.16,0,1.25,0.63,0,0,0.31,0,0,0,10.6,1.72,0.94,64.7
446,Lorenzo Colombo,ITA,FW,Lecce,Serie A,20,2002,7,2,219,2.4,0.42,2.92,1.25,42.9,0.14,0.33,19.6,0,0,0.42,14.2,19.6,72.3,174.6,15.4,10.8,15.4,70.3,2.5,3.33,75,0.42,0.42,100,0,0,0.42,0,0,0.42,19.6,19.2,0.42,0,0,5.83,0,0,0,0,0,0,12.1,4.58,2.92,15.4,1.25,0.42,0,0.83,14.2,0.83,0.42,0.83,0.83,0.42,0.42,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0.42,0,1.67,0,0,0.83,0,0.83,21.3,3.75,17.6,0.42,12.9,7.92,1.25,0,0,1.25,0.42,2.08,0.42,0,35.8,0.42,1.67,17.1,17.1,5,35,0,1.67,0,0.83,0,24.2,46.7,16.3,0.42,0,0,3.75,2.92,47.1,26.7,56.6,7.5,0.83,0,0,2.92,0.83,0.42,0,0.42,0,0,0,3.75,2.5,9.17,21.4
447,Andrea Colpani,ITA,MFFW,Monza,Serie A,23,1999,6,1,167,1.9,0.53,1.58,0.53,33.3,0.33,1,14.8,0,0,0,35.8,38.9,91.9,555.3,100,20.5,21.1,97.5,13.7,15.3,89.7,1.58,2.11,75,0,1.58,2.11,0.53,0,2.11,38.9,38.9,0,0,0.53,5.79,0,0,0,0,0,0,35.3,1.58,2.11,32.6,5.26,0.53,0,0,35.8,0,0,1.05,0,3.16,2.63,0,0.53,0,0,0,0,0,0,0,0,0,0,1.05,0.53,1.05,0,0,0.53,1.58,33.3,1.05,10.5,3.16,30,1.05,7.37,2.11,1.05,0,0,1.05,2.63,3.68,0,0,49.5,0,5.79,25.8,20.5,1.58,49.5,1.05,1.58,66.7,1.05,0,35.3,206.3,110.5,6.32,1.58,0,2.11,2.11,42.1,37.9,90,2.63,0,0,0,1.58,1.05,0,0,0.53,0,0,0,6.32,0.53,0.53,50
448,Levi Colwill,ENG,DF,Brighton,Premier League,19,2003,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,60,100,60,910,710,40,50,80,20,40,50,0,10,0,0,0,10,0,0,20,100,70,30,0,0,0,0,0,0,0,0,0,20,10,70,30,20,20,30,0,60,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,10,10,10,0,150,20,30,100,20,0,120,0,0,0,0,0,30,140,0,0,0,0,0,0,20,20,100,0,0,0,0,0,0,0,0,0,0,0,0,50,0,20,0
449,Kingsley Coman,FRA,MFFW,Bayern Munich,Bundesliga,26,1996,4,3,296,3.3,0.3,2.73,0.3,11.1,0.11,1,16.7,0,0,0,45.5,54.8,82.9,774.2,178.8,21.8,24.5,88.9,19.4,23,84.2,3.33,5.76,57.9,0.61,3.03,1.52,1.52,0.91,3.33,54.8,52.7,2.12,0,0,7.88,0.91,5.15,0.3,0,0.3,0,42.7,4.85,7.27,12.4,39.4,0.3,1.82,0.3,45.5,0.91,0.3,0.61,0.61,7.27,4.85,0.3,0.3,0.3,0.91,0.61,0.91,0.91,0,0,0,0,0,1.52,0.3,0.61,0.91,0,0.3,0.61,50,0.3,14.8,5.76,38.8,2.12,5.76,6.97,1.21,0,0,1.21,0.61,2.12,0.3,0,71.2,0.3,4.55,22.7,49.4,7.58,69.1,2.73,6.06,45,3.33,0.3,60.6,330.9,201.8,13,3.64,1.82,2.42,2.42,67.3,57.3,85.1,13.6,0.61,0.3,0.3,0.61,2.12,0.91,5.15,0.3,0,0,0,6.67,0.61,0.3,66.7
450,Eray Cömert,SUI,DF,Valencia,La Liga,24,1998,6,5,421,4.7,0.21,0.85,0.64,75,0.25,0.33,14.1,0,0,0,52.6,59.1,88.8,1254.7,279.4,8.94,10.9,82.4,30.4,31.9,95.3,12.3,15.3,80.6,0,0,1.06,0,0,0.64,59.1,54.9,4.26,2.98,0,3.83,2.98,0,0,0,0,0,48.5,3.4,7.23,7.45,47.2,2.13,0,0,52.6,0,0.85,0.85,0.21,0.43,0,0,0,0,0.43,0,0,0,0,0,0,0,0,1.28,0.85,1.06,0.21,0,0.64,1.28,50,0.64,9.36,3.62,38.6,4.26,4.68,0.43,0.85,0.43,0,0.43,2.34,3.62,3.83,0.21,68.7,12.1,38.5,31.1,2.55,0.85,64.9,0,0,0,0,0,41.9,223.6,98.5,1.06,0,0,0.21,0,44.3,44,99.5,0,0.43,0.21,0,1.91,1.28,0,0,0.85,0,0,0,10.9,4.04,2.77,59.4
451,Santi Comesaña,ESP,MF,Rayo Vallecano,La Liga,26,1996,6,3,296,3.3,0,1.82,0,0,0,0,15.3,0,0,0,34.8,43.6,79.9,679.1,226.1,12.4,14.2,87.2,17.3,20.9,82.6,4.85,5.76,84.2,0,1.21,5.76,0.91,0,6.67,43.6,41.8,1.82,1.21,0,6.36,1.52,1.21,0,0,0,0,32.7,5.76,5.15,6.36,33.6,1.82,0.3,0.3,34.8,0,0.91,0.91,3.03,3.33,2.73,0,0.3,0,0,0.3,0,0,0,0,0,0,0,4.24,3.64,1.21,2.73,0.3,1.52,3.03,50,1.52,21.5,7.88,36.6,6.36,10.9,4.24,2.73,0.61,0,2.12,1.21,5.45,0,0,57.3,1.82,8.18,35.2,16.7,3.03,55.8,1.52,2.73,55.6,1.52,0.61,33.9,163.9,88.2,7.27,0.91,0,1.82,0.61,37.6,35.8,95.2,1.52,0.3,0,0,1.82,1.52,0,1.21,3.64,0,0,0,9.7,1.52,1.82,45.5
452,Andrea Consigli,ITA,GK,Sassuolo,Serie A,35,1987,9,9,810,9,0,0,0,0,0,0,0,0,0,0,31.9,42.2,75.5,1002.2,511.2,4.67,4.67,100,11,11.2,98,16,26.1,61.3,0,0,0.44,0,0,0,42.2,30.1,12.1,3.22,0,2.78,1.78,0,0,0,0,0,23.3,1.56,17.3,2.78,34.6,0,0,3.78,31.9,0.11,1.11,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7,37.3,43.4,0.22,0,0,31.6,0,0,0,0,0,23.1,119.1,66.9,0,0,0,0,0,24.4,24.3,99.5,0,0,0,0,0,0.11,0,0,0,0,0,0,4.78,0,0,0
453,Abdu Conté,POR,DF,Troyes,Ligue 1,24,1998,2,0,52,0.6,0,0,0,0,0,0,0,0,0,0,48.3,70,69,800,346.7,25,31.7,78.9,18.3,26.7,68.8,3.33,5,66.7,0,3.33,5,3.33,0,6.67,70,56.7,13.3,0,1.67,10,0,3.33,0,0,0,0,48.3,13.3,8.33,48.3,8.33,0,13.3,0,48.3,0,0,1.67,5,3.33,3.33,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,1.67,0,0,0,0,0,0,8.33,1.67,20,1.67,6.67,0,0,0,0,0,0,1.67,1.67,0,80,3.33,20,41.7,26.7,1.67,66.7,1.67,1.67,100,1.67,0,56.7,285,213.3,10,5,1.67,0,3.33,60,55,91.7,3.33,0,0,0,5,1.67,0,3.33,0,0,0,0,6.67,0,3.33,0
454,Andrea Conti,ITA,DF,Sampdoria,Serie A,28,1994,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,23.3,36.7,63.6,320,146.7,20,26.7,75,3.33,10,33.3,0,0,0,0,0,0,0,0,0,36.7,23.3,13.3,0,0,0,0,0,0,0,0,0,16.7,16.7,3.33,3.33,16.7,3.33,13.3,0,23.3,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,3.33,0,3.33,0,0,0,0,0,3.33,3.33,100,0,3.33,0,0,0,0,0,0,3.33,0,0,43.3,0,3.33,26.7,13.3,0,30,0,0,0,0,0,26.7,40,23.3,3.33,0,0,0,3.33,23.3,20,85.7,0,0,0,0,0,3.33,3.33,0,3.33,0,0,0,6.67,0,0,0
455,Lewis Cook,ENG,MF,Bournemouth,Premier League,25,1997,9,7,653,7.3,0,0.27,0,0,0,0,23.3,0,0,0,28.6,35.8,80.1,518.9,99.3,11.6,13.2,88.5,13.8,15.1,91.8,2.88,5.62,51.2,0.14,0.55,2.05,0.27,0.14,1.37,35.8,34.4,1.37,1.23,0,4.66,0.68,0.68,0.14,0,0.14,0,27.3,3.97,4.52,3.29,30.3,1.78,0,0,28.6,0.27,0,0.96,1.37,0.82,0.82,0,0,0,0,0,0.27,0.27,0,0,0,0,0,2.47,1.23,0.96,1.23,0.27,1.1,2.19,50,1.1,15.8,4.11,26.1,6.16,7.26,2.33,1.64,0.27,0,1.37,1.78,4.25,1.37,0,45.8,3.42,18.4,21.8,8.63,0,44.4,0.27,0.82,33.3,0.27,0.14,25.9,134.8,67.5,1.92,0.55,0,0.27,1.1,28.9,26.7,92.4,0.27,0,0,0,1.1,0.68,0,0.68,1.23,0,0,0,8.36,0.41,0.68,37.5
456,Steve Cook,ENG,DF,Nott'ham Forest,Premier League,31,1991,6,5,418,4.6,0,0.22,0,0,0,0,16,0,0,0,45.7,52.4,87.1,1115,291.1,5.43,6.74,80.6,30.9,32.6,94.7,9.13,12.8,71.2,0,0.22,2.83,0,0,2.61,52.4,51.5,0.87,0.65,0,6.09,1.96,0.22,0,0,0,0,38.7,3.26,10.4,2.83,43.7,2.17,0.22,0.22,45.7,0,0.65,0.43,0.22,0.22,0.22,0,0,0,0,0,0,0,0,0,0,0,0,1.74,0.43,1.09,0.43,0.22,0.87,1.09,80,0.22,6.52,2.61,40,3.26,3.04,0.22,1.3,1.3,0,0,1.09,2.83,6.09,0,62.8,10.9,33.7,29.6,1.52,0.65,62,0,0.22,0,0,0,38,152.6,57.2,1.09,0,0,0.22,0,42.4,41.3,97.4,0,0.65,0,0,0.65,0.22,0,0.22,0.43,0,0.22,0,9.78,5.22,0.87,85.7
457,Liam Cooper,SCO,DF,Leeds United,Premier League,31,1991,1,1,90,1,0,1,0,0,0,0,10,0,0,0,38,47,80.9,707,280,14,18,77.8,23,25,92,1,4,25,0,0,1,0,0,3,47,47,0,0,0,2,0,0,0,0,0,0,37,3,7,32,8,5,0,0,38,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,42.9,6,1,0,1,0,0,1,0,0,9,0,59,12,37,24,1,1,59,0,0,0,0,0,34,132,47,1,0,0,0,0,35,35,100,0,0,0,0,2,0,0,0,0,0,0,0,13,6,2,75
458,Copete,ESP,DF,Mallorca,La Liga,22,1999,6,6,536,6,0,0.17,0,0,0,0,10,0,0,0,28,35.8,78.1,577.3,231.8,10,11.2,89.6,12.2,13.7,89,5.17,9.17,56.4,0,0,2,0.17,0,2.67,35.8,33.7,2.17,1.33,0,3.67,0.67,0,0,0,0,0,23.2,3.83,8.83,25.7,7.17,1.33,0.83,0.33,28,0.33,0.83,0.33,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,1.5,1.5,0.83,0,0.83,1,83.3,0.17,11.5,3.67,31.9,6.33,5,0.17,1.33,0.33,0,1,3.17,5.5,3.17,0,45.3,5.5,22.8,22.3,2.33,0.17,43.3,0.83,0.83,100,0.83,0,26.7,102.7,50,1.5,0.67,0,0,0,26.3,25.7,97.5,0,0.5,0,0,2.33,0.83,0,0,1.5,0,0.17,0,5.5,1.17,1,53.8
459,Diego Coppola,ITA,DF,Hellas Verona,Serie A,18,2003,6,6,495,5.5,0,0.36,0,0,0,0,13.7,0,0,0,34.5,45.8,75.4,733.3,339.3,10.5,12.7,82.9,17.6,21.6,81.5,5.82,10.7,54.2,0,0,2.55,0.73,0,3.09,45.8,38.9,6.91,0.55,0,6.18,0.18,0.36,0,0,0,0,24.7,6.18,14.9,7.45,25.5,3.64,6.36,0.36,34.5,0.36,0.73,1.27,0.36,0.73,0.73,0,0,0,0,0,0,0,0,0,0,0,0,1.82,0.91,0.91,0.73,0.18,0.36,1.64,22.2,1.27,17.5,5.09,29.2,8.73,7.82,0.91,1.45,0.55,0,0.91,2.36,4.18,5.09,0,56.4,7.45,27.5,26,6.18,0.55,49.6,0,0.18,0,0,0,26.5,152.4,74.2,2.55,0.55,0,0.36,0.18,26,25.5,97.9,0.18,0.55,0,0,1.27,0,0,0.36,0.91,0,0.18,0,12.4,3.45,3.09,52.8
460,Francis Coquelin,FRA,MF,Villarreal,La Liga,31,1991,7,3,263,2.9,0.34,1.38,0.34,25,0.25,1,17,0,0,0,25.9,31,83.3,401,81.4,14.5,16.2,89.4,9.31,11,84.4,1.72,2.76,62.5,0,1.38,2.07,0.34,0,2.76,31,30.7,0.34,0.34,0.34,7.24,0.34,1.72,0,0,0,0,22.4,4.14,4.48,4.14,24.1,0.69,0,0,25.9,0.69,0.34,1.03,0.69,2.07,1.72,0,0,0,0.34,0,0,0,0,0,0,0,0,2.76,2.07,0,2.07,0.69,0.69,0.69,100,0,9.66,3.1,32.1,1.72,5.86,2.07,1.72,0.34,0,1.38,1.03,3.79,1.72,0,44.8,2.07,5.86,23.4,17.6,3.45,44.8,0.69,1.03,66.7,0.69,0,31.4,117.2,62.8,3.45,1.03,0.34,1.38,2.41,36.2,30.3,83.8,4.14,0.69,0,0,1.38,1.72,0,1.72,2.07,0,0,0,5.86,2.41,0.34,87.5
461,Sébastien Corchia,FRA,DF,Nantes,Ligue 1,31,1990,7,1,256,2.8,0,0.36,0,0,0,0,27.1,0,0,0,29.6,41.1,72.2,487.1,231.1,15.4,17.5,87.8,11.1,15.7,70.5,3.21,7.14,45,0,0.36,2.14,1.07,1.07,2.86,41.1,32.9,8.21,0.71,0,3.21,0.36,3.21,1.79,0,1.07,0,23.9,3.21,13.9,2.14,30.7,1.79,5.71,0,29.6,0,0.71,0.71,1.07,1.43,1.43,0,0,0,0,0,0.36,0.36,0,0,0,0,0,1.79,1.07,1.43,0,0.36,1.07,2.86,37.5,1.79,7.5,2.86,38.1,2.5,3.57,1.43,2.14,0,0,2.14,1.43,3.21,3.21,0,53.2,3.57,15,21.1,20,1.07,45.4,0,1.07,0,0,0,29.6,127.5,60,3.57,0.36,0,2.5,0.36,32.1,27.9,86.7,3.57,0.36,0,0,2.14,2.5,0.36,3.21,1.07,0,0,0,8.21,2.14,0.36,85.7
462,Maxwel Cornet,CIV,FW,West Ham,Premier League,26,1996,5,1,91,1,0,4,1,25,0,0,9.6,0,0,0,20,32,62.5,268,60,13,18,72.2,7,10,70,0,0,0,0,0,2,1,0,3,32,31,1,0,0,14,0,1,0,0,0,0,22,7,3,19,6,0,1,1,20,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,100,0,13,3,23.1,5,2,6,0,0,0,0,0,2,1,0,43,1,7,13,23,4,42,0,0,0,0,0,27,85,21,1,0,0,2,1,52,33,63.5,9,0,0,0,2,2,0,1,0,0,0,0,5,5,3,62.5
463,Jesús Corona,MEX,FW,Sevilla,La Liga,29,1993,1,1,62,0.7,0,0,0,0,0,0,0,0,0,0,22.9,27.1,84.2,402.9,10,10,11.4,87.5,11.4,11.4,100,1.43,4.29,33.3,0,1.43,1.43,0,0,0,27.1,25.7,1.43,0,0,7.14,2.86,2.86,0,0,0,0,18.6,2.86,5.71,12.9,11.4,0,1.43,0,22.9,0,0,0,0,2.86,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,1.43,0,0,0,0,0,0,0,1.43,0,37.1,0,5.71,18.6,14.3,2.86,35.7,0,1.43,0,0,0,30,132.9,54.3,2.86,0,0,1.43,1.43,37.1,32.9,88.5,4.29,0,0,0,1.43,4.29,0,2.86,0,0,0,0,1.43,1.43,1.43,50
464,Ángel Correa,ARG,FW,Atlético Madrid,La Liga,27,1995,8,2,221,2.5,1.2,4.4,2,45.5,0.27,0.6,14.4,0,0,0,30.8,38.8,79.4,446,92.8,19.2,22,87.3,8.4,10.4,80.8,1.6,3.2,50,0,2,0.8,2,0.4,4,38.8,36.8,2,0.4,0,7.2,0.8,2,1.2,0,0.8,0,29.2,4.4,5.2,4.8,31.6,0.8,0,0.8,30.8,0,0.4,2,2,5.2,3.2,0.8,0.4,0.4,0,0.4,0.4,0,0,0,0,0,0.4,0.8,0.4,0.4,0,0.4,0.4,1.2,33.3,0.8,18,3.2,17.8,2.4,9.6,6,0,0,0,0,0.8,1.6,0,0,50.8,1.2,5.6,20,28.8,9.2,48.8,1.6,3.6,44.4,1.6,0.4,36.8,214,127.2,6.4,2.4,1.6,2.4,1.6,45.6,38.4,84.2,10.4,0,0,0,2.8,2,1.2,2,0.4,0,0,0,8.4,0.8,1.2,40
465,Joaquín Correa,ARG,FWMF,Inter,Serie A,28,1994,8,2,211,2.3,0.87,1.3,0.87,66.7,0.67,1,7.4,0,0,0,18.7,26.5,70.5,313.9,71.3,7.83,11.7,66.7,7.83,8.7,90,1.74,2.61,66.7,0.43,1.3,0.87,0.87,0,2.17,26.5,25.7,0.87,0.43,0.43,5.22,0.43,0,0,0,0,0,18.7,3.04,4.78,2.17,18.7,1.3,0.43,2.17,18.7,0.43,0.43,1.3,2.61,3.48,2.17,0,0,0.43,0.87,0,0.87,0.87,0,0,0,0,0,1.74,0.87,0.43,0.43,0.87,0,1.3,0,1.3,21.3,8.26,38.8,2.61,6.96,11.7,0.43,0,0,0.43,0,1.74,0.43,0,40,0,3.04,17.4,21.7,4.35,39.6,0.43,0.87,50,0.43,0.43,28.7,100.4,52.2,2.17,0.87,1.3,4.78,3.04,49.6,33,66.7,9.57,0.43,0,0,1.74,1.3,0,0,0.87,0,0,0,3.48,2.17,3.48,38.5
466,Thierry Correia,POR,DF,Valencia,La Liga,23,1999,8,8,682,7.6,0,0.53,0,0,0,0,22.9,0,0,0,48.6,61.8,78.5,940.8,360.5,20.8,22.5,92.4,20.7,26.2,78.9,6.58,10.9,60.2,0,0.79,3.16,0.92,0.53,3.95,61.8,50.9,10.9,1.05,0,5.39,1.84,2.5,0,0,0,0,37.8,11.6,12.5,3.82,45.1,1.58,9.87,0.26,48.6,0.13,0.79,1.97,1.71,1.58,1.05,0,0.13,0,0.26,0.13,0,0,0,0,0,0,0,3.29,2.24,2.63,0.66,0,1.18,1.84,64.3,0.66,13.3,4.08,30.7,8.42,3.68,1.18,1.84,0.13,0,1.71,1.84,5.13,2.5,0.13,74.6,4.47,27.6,33.6,18,1.32,64.1,0.79,1.05,75,0.92,0.13,43.2,221.8,125.1,6.05,1.71,0.66,1.18,0.92,43.8,41.8,95.5,1.58,0.39,0,0,1.84,2.76,0,2.5,2.24,0,0,0,11.2,1.71,2.11,44.8
467,Alessandro Cortinovis,ITA,MF,Hellas Verona,Serie A,21,2001,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,50,60,83.3,800,390,30,30,100,10,10,100,10,20,50,0,0,0,20,0,20,60,60,0,0,0,0,0,0,0,0,0,0,30,10,20,0,50,10,0,0,50,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,50,10,20,10,10,0,0,10,0,0,0,0,70,0,20,0,50,0,70,0,0,0,0,0,50,180,150,0,0,0,0,0,70,50,71.4,20,0,0,0,0,0,0,0,0,0,0,0,10,0,30,0
468,Danny da Costa,GER,DF,Mainz 05,Bundesliga,29,1993,3,1,153,1.7,0,0.59,0,0,0,0,23,0,0,0,39.4,57.6,68.4,795.3,400.6,15.9,20.6,77.1,15.3,20.6,74.3,8.24,14.1,58.3,0,0,5.29,1.76,0.59,8.82,57.6,47.1,10.6,1.76,0,4.71,0,1.76,0,0,0,0,25.3,11.2,21.2,11.2,31.2,5.29,8.82,0,39.4,0,1.18,2.35,3.53,1.18,0.59,0,0,0.59,0,0,0,0,0,0,0,0,0,1.76,1.18,0.59,1.18,0,1.18,1.76,66.7,0.59,9.41,3.53,37.5,3.53,4.71,1.18,2.94,0,0,2.94,0.59,2.35,1.18,0,67.6,1.18,17.1,35.9,17.6,1.18,57.1,0.59,1.76,33.3,0.59,0,31.8,130.6,59.4,3.53,1.18,1.18,1.18,0.59,40.6,34.7,85.5,1.18,0,0,0,0,0,0,1.76,1.18,0,0,0,15.3,1.18,1.18,50
469,David Pereira da Costa,POR,MFFW,Lens,Ligue 1,21,2001,9,9,644,7.2,0,1.67,0.14,8.3,0,0,15.4,0.14,0,0,34.6,41.5,83.3,583.6,153.3,17.6,18.8,94.1,13.9,17.8,78.1,2.78,3.89,71.4,0.42,1.39,2.5,2.08,0.28,4.72,41.5,41.3,0.28,0.14,0,5.14,0.56,2.5,0,0,0,0,35.6,2.22,3.75,2.5,38.9,0,0.14,0,34.6,0,0.69,2.64,0.28,3.33,2.78,0,0.28,0.28,0,0,0.69,0.56,0,0.14,0,0,0,0.28,0,0.14,0.14,0,0,1.25,0,1.25,10.7,4.31,40.3,2.08,3.89,4.72,0.83,0,0,0.83,1.53,1.81,0.14,0,50.4,0.28,4.86,28.1,22.8,3.75,50,1.67,2.08,80,1.67,0.28,43.6,262.9,156.9,8.33,3.06,0.69,1.94,1.39,47.8,40.7,85.2,5.69,0.14,0,0,0.69,1.25,0,2.5,0,0,0,0,5.97,0,1.39,0
470,Diego Costa,ESP,FW,Wolves,Premier League,34,1988,2,1,89,1,0,1,0,0,0,0,6.1,0,0,0,15,18,83.3,215,23,9,10,90,4,5,80,1,1,100,0,0,1,0,0,1,18,18,0,0,0,5,0,1,0,0,0,0,13,3,2,1,15,0,0,2,15,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,18.2,1,7,3,0,0,0,0,0,0,1,0,23,1,2,7,16,7,23,0,0,0,0,0,20,108,52,3,2,1,0,3,44,19,43.2,10,0,0,0,0,1,1,1,0,0,0,0,3,1,4,20
471,Jaume Costa,ESP,DF,Mallorca,La Liga,34,1988,7,7,616,6.8,0,0.74,0.59,80,0,0,13.4,0,0,0,33.2,41.9,79.3,565.1,242.1,16.9,18.7,90.6,12.4,15.9,77.8,3.24,5.88,55,0,0.59,2.35,0.74,0.44,2.79,41.9,34.1,7.79,0.88,0,4.71,1.03,2.21,0,0,0,0,22.6,9.41,9.85,23.7,8.97,1.62,6.91,0,33.2,0.15,0.88,0.74,1.03,1.03,0.74,0.15,0,0.15,0,0,0.15,0.15,0,0,0,0,0,1.76,1.18,0.59,0.88,0.29,1.18,1.76,66.7,0.59,6.18,2.06,33.3,2.79,2.06,1.32,1.03,0.15,0,0.88,0.29,2.06,0.88,0,50,2.21,11.5,25.1,16.2,1.03,42.4,1.18,1.62,72.7,1.18,0,29.6,133.8,81,3.53,0.59,0.15,1.03,0.74,34.1,31.2,91.4,1.32,0.44,0,0,1.47,1.62,0.15,2.21,1.18,0,0,0,6.32,1.03,1.32,43.8
472,Logan Costa,CPV,DF,Toulouse,Ligue 1,21,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,38,40,95,944,306,8,8,100,18,18,100,10,12,83.3,0,0,2,0,0,4,40,40,0,0,0,0,4,0,0,0,0,0,32,2,6,12,26,0,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,8,2,25,2,6,0,0,0,0,0,2,4,0,0,44,2,26,26,0,0,44,0,0,0,0,0,28,188,140,2,0,0,0,0,34,34,100,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0
473,Nuno da Costa,CPV,FWMF,Auxerre,Ligue 1,31,1991,6,4,380,4.2,0.24,1.19,0.71,60,0.2,0.33,15.4,0,0,0,12.6,17.6,71.6,193.6,48.6,9.05,11.2,80.9,2.38,3.33,71.4,1.19,2.38,50,0,1.67,1.19,0.71,0.24,1.67,17.6,16.2,1.43,0,0,5.48,0,0.48,0,0,0,0,12.4,2.14,3.1,1.19,13.8,0.24,0,0.71,12.6,0,0.48,0.95,0.24,3.1,1.9,0,0.95,0,0.24,0,0.24,0,0,0.24,0,0,0,1.43,0.71,0.24,0.71,0.48,0.24,2.14,11.1,1.9,16.9,3.81,22.5,1.19,8.33,7.38,1.43,0,0,1.43,1.43,2.86,0.48,0,34.3,0.48,3.33,17.9,15.2,2.38,32.9,4.05,5.24,77.3,4.05,0.71,25,120.7,55.2,3.1,0.71,0.48,4.29,2.86,37.9,22.6,59.7,5.48,0.71,0.24,0.24,2.14,3.1,0,0.48,0.71,0,0,0,4.52,2.38,2.86,45.5
474,Samu Costa,POR,MF,Almería,La Liga,21,2000,8,7,643,7.1,0,0.7,0.28,40,0,0,27,0.14,0,0,36.8,44.9,81.8,791.4,191.8,13,14.9,86.8,15.5,16.8,92.4,8.03,11.1,72.2,0,0.85,3.1,0.14,0.14,2.39,44.9,43.4,1.55,1.41,0,7.04,1.13,0.42,0,0,0,0,32.5,5.77,6.62,37.9,4.08,1.55,0.14,0,36.8,0.28,0.85,1.69,1.97,1.69,1.41,0,0,0.14,0,0.14,0,0,0,0,0,0,0,3.1,1.69,1.83,0.99,0.28,0.99,2.25,43.8,1.27,21.5,4.79,22.2,7.89,11.7,1.97,1.55,0.7,0,0.85,1.13,4.23,2.82,0,58,3.38,19.3,35.4,6.2,0.99,56.6,0.28,0.85,33.3,0.28,0,33.9,133.5,58.2,1.97,0.42,0,1.41,0.99,40.4,37,91.6,1.69,0.42,0,0,3.24,2.11,0.14,0.42,1.69,0,0,0,8.73,1.83,0.99,65
