,S.No,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Press,PresSucc,Press%,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc%,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec%,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
584,585,Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,28,1993,7,7,630,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,33.7,57.2,604.9,358.6,1.86,1.86,100.0,10.7,10.9,98.7,6.71,21.0,32.0,0.0,0.0,0.43,0.0,0.0,0.0,33.7,20.9,12.9,4.29,0.0,2.71,1.0,0.0,0.0,0.0,0.0,0.0,13.7,2.14,17.9,2.0,25.4,0.0,0.0,5.43,19.3,0.14,1.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1,31.6,35.9,0.43,0.0,0.0,23.4,0.0,0.0,0.0,0.0,0.0,15.1,78.7,39.9,0.0,0.0,0.0,0.0,0.0,13.3,13.1,98.9,0.0,0.43,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.0,0.0
594,595,Malcom Abdulai Ares Djalo,ESP,FW,Athletic Club,La Liga,20,2001,1,0,5,0.1,0.0,10.0,0.0,0.0,0.0,0.0,27.7,0.0,0.0,0.0,70.0,70.0,100.0,1030.0,230.0,50.0,50.0,100.0,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,70.0,70.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,10.0,70.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,70.0,530.0,230.0,20.0,0.0,0.0,0.0,0.0,60.0,60.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
596,597,Djené,TOG,DF,Getafe,La Liga,30,1991,6,6,478,5.3,0.0,0.38,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,28.1,32.8,85.6,594.0,196.4,9.81,10.4,94.5,14.5,16.2,89.5,3.77,5.85,64.5,0.0,0.0,1.89,0.19,0.0,2.08,32.8,31.5,1.32,1.13,0.0,3.21,1.32,0.19,0.0,0.0,0.0,0.0,24.7,1.7,6.42,7.92,21.1,2.26,0.19,0.0,28.1,0.19,0.0,0.57,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.75,0.57,0.57,0.0,0.75,1.13,66.7,0.38,7.36,2.26,30.8,4.53,2.83,0.0,0.75,0.57,0.0,0.19,0.94,2.08,2.26,0.0,39.8,2.08,17.5,22.3,3.02,0.57,38.5,0.57,0.75,75.0,0.57,0.0,25.3,131.7,62.3,1.32,0.57,0.0,0.0,0.94,23.6,23.6,100.0,0.0,0.57,0.0,0.0,1.7,1.13,0.0,0.19,0.75,0.0,0.19,0.0,8.11,1.89,1.32,58.8
601,602,Marko Dmitrovi?,SRB,GK,Sevilla,La Liga,30,1992,2,1,135,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,42.7,64.1,1005.3,585.3,4.0,4.0,100.0,11.3,11.3,100.0,12.0,27.3,43.9,0.0,0.0,0.67,0.0,0.0,0.0,42.7,28.0,14.7,6.67,0.0,0.67,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,22.7,24.0,8.0,0.0,0.0,6.67,27.3,0.67,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,48.0,42.7,48.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,19.3,74.7,30.7,0.0,0.0,0.0,0.0,0.0,16.7,16.7,100.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
608,609,Kasper Dolberg,DEN,FW,Sevilla,La Liga,25,1997,3,2,184,2.0,0.0,1.0,0.5,50.0,0.0,0.0,17.7,0.0,0.0,0.0,11.0,14.0,78.6,159.5,12.0,7.0,8.5,82.4,3.0,4.5,66.7,0.5,0.5,100.0,0.5,0.0,0.5,0.0,0.0,0.5,14.0,12.5,1.5,0.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,9.0,2.0,3.0,0.0,10.0,1.5,0.0,1.0,11.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,50.0,0.5,10.5,3.5,33.3,1.0,4.0,5.5,0.0,0.0,0.0,0.0,0.0,0.5,2.5,0.0,23.5,2.5,3.5,14.0,8.0,2.5,22.0,1.0,1.0,100.0,1.0,0.0,14.5,86.5,52.0,2.0,1.5,0.5,3.5,0.5,23.0,16.0,69.6,4.5,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,2.0,55.6
609,610,Carlos Dominguez,ESP,MF,Celta Vigo,La Liga,21,2001,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
611,612,John Donald,ESP,DF,Elche,La Liga,22,2000,3,2,150,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,18.2,90.3,298.8,122.9,5.88,5.88,100.0,9.41,10.6,88.9,1.18,1.76,66.7,0.0,0.0,0.0,0.0,0.0,0.0,18.2,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,0.59,1.76,4.71,13.5,0.0,0.0,0.0,16.5,0.59,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.59,0.0,0.0,0.0,0.59,0.0,0.59,14.7,7.06,48.0,14.1,0.59,0.0,1.18,1.18,0.0,0.0,1.76,2.35,6.47,0.0,28.2,7.65,23.5,7.06,0.0,0.0,28.2,0.0,0.0,0.0,0.0,0.0,12.9,88.2,40.0,0.0,0.0,0.0,0.0,0.0,17.1,15.3,89.7,0.0,0.0,0.59,0.0,0.59,0.59,0.0,0.0,0.0,0.0,0.0,0.0,1.76,1.18,0.59,66.7
629,630,Domingos Duarte,POR,DF,Getafe,La Liga,27,1995,8,8,720,8.0,0.0,0.63,0.25,40.0,0.0,0.0,11.5,0.0,0.0,0.0,27.6,34.6,79.8,651.4,210.4,5.88,6.75,87.0,14.1,16.6,85.0,7.5,10.8,69.8,0.25,0.25,1.63,0.0,0.0,1.63,34.6,33.6,1.0,0.63,0.0,3.88,1.25,0.13,0.0,0.0,0.0,0.0,22.8,2.75,9.13,3.13,26.9,3.5,0.38,0.0,27.6,0.25,0.5,0.63,0.38,0.5,0.38,0.0,0.0,0.13,0.0,0.0,0.25,0.13,0.0,0.0,0.13,0.0,0.0,1.25,0.5,0.88,0.38,0.0,0.63,0.63,100.0,0.0,3.75,0.88,23.3,2.0,1.5,0.25,2.13,1.38,0.0,0.75,0.88,2.13,5.38,0.13,45.0,7.88,25.8,19.9,1.75,0.88,44.3,0.38,0.38,100.0,0.38,0.13,23.6,102.9,48.1,1.13,0.13,0.0,0.13,0.13,27.3,27.0,99.1,0.0,0.25,0.0,0.0,0.75,0.63,0.0,0.13,0.5,0.0,0.0,0.13,6.75,1.75,0.75,70.0
640,641,Hugo Duro,ESP,FW,Valencia,La Liga,22,1999,6,3,222,2.5,0.4,3.6,0.8,22.2,0.11,0.5,12.2,0.0,0.0,0.0,18.0,22.8,78.9,238.4,22.8,13.6,15.2,89.5,4.0,6.4,62.5,0.4,0.4,100.0,0.0,0.8,0.4,0.0,0.0,0.4,22.8,20.0,2.8,0.4,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,17.2,4.4,1.2,12.8,6.4,2.0,0.0,1.2,18.0,0.0,0.4,1.2,0.8,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.0,0.8,0.4,1.6,25.0,1.2,16.4,4.4,26.8,1.2,6.0,9.2,0.4,0.0,0.0,0.4,0.0,0.8,0.0,0.0,31.6,0.4,1.2,17.2,14.0,6.0,28.8,0.0,0.4,0.0,0.0,0.0,13.6,49.6,40.8,2.0,0.4,1.6,0.8,0.4,34.0,22.8,67.1,7.6,0.0,0.0,0.0,0.0,3.2,0.4,0.0,0.4,0.0,0.0,0.0,3.6,1.2,1.6,42.9
654,655,Íñigo Eguaras,ESP,MF,Almería,La Liga,30,1992,6,4,284,3.2,0.0,0.31,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,34.4,41.9,82.1,680.9,222.2,13.4,16.3,82.7,15.6,17.8,87.7,4.69,6.88,68.2,0.31,0.94,2.5,0.63,0.0,4.38,41.9,40.9,0.94,0.94,0.31,6.56,1.88,0.0,0.0,0.0,0.0,0.0,31.6,5.0,5.31,2.5,37.2,1.88,0.0,0.0,34.4,0.94,0.0,2.5,1.25,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,1.25,0.94,0.31,0.94,0.0,0.31,0.94,33.3,0.63,14.4,2.81,19.6,5.63,7.81,0.94,2.19,0.63,0.0,1.56,0.94,2.19,1.56,0.0,49.1,3.13,18.4,30.9,2.81,0.0,48.1,0.31,0.31,100.0,0.31,0.0,29.7,128.8,73.1,2.5,0.63,0.0,0.31,0.0,34.4,31.9,92.7,0.0,0.63,0.0,0.0,1.25,1.25,0.0,0.0,0.94,0.0,0.0,0.0,9.06,0.63,0.31,66.7
666,667,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,28,1994,6,4,389,4.3,0.0,0.47,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,44.9,53.7,83.5,813.5,239.3,20.0,20.9,95.6,17.7,21.6,81.7,6.74,9.07,74.4,0.0,0.7,1.63,0.7,0.47,2.09,53.7,49.1,4.65,0.23,0.0,4.65,0.23,0.47,0.0,0.0,0.0,0.0,37.9,7.21,8.6,6.28,38.6,3.26,4.42,0.23,44.9,0.23,0.47,1.63,0.93,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.16,0.7,0.7,0.0,0.23,0.93,25.0,0.7,8.6,3.49,40.5,4.42,3.72,0.47,0.93,0.47,0.0,0.47,0.93,2.33,5.12,0.0,64.2,6.05,26.5,33.3,9.3,0.7,59.5,0.0,0.47,0.0,0.0,0.23,38.6,242.3,114.7,4.42,0.7,0.0,0.23,0.0,43.3,41.4,95.7,0.47,0.47,0.0,0.0,2.09,0.23,0.0,0.47,1.16,0.0,0.0,0.0,7.67,2.56,3.95,39.3
668,669,Rodrigo Ely,BRA,DF,Almería,La Liga,28,1993,8,8,720,8.0,0.0,0.75,0.13,16.7,0.0,0.0,9.4,0.0,0.0,0.0,34.1,42.3,80.8,866.4,284.8,6.5,7.13,91.2,17.5,20.1,87.0,9.88,14.6,67.5,0.0,0.13,1.0,0.13,0.0,0.88,42.3,40.5,1.75,1.75,0.0,4.25,1.63,0.0,0.0,0.0,0.0,0.0,29.1,2.13,11.0,4.5,34.0,1.88,0.0,0.5,34.1,0.13,0.88,1.0,0.13,0.38,0.13,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,1.0,0.25,0.0,0.75,1.13,66.7,0.38,4.63,1.88,40.5,3.38,1.25,0.0,1.63,1.13,0.0,0.5,1.75,3.0,6.5,0.0,55.0,14.4,36.9,18.4,1.63,1.25,53.3,0.13,0.25,50.0,0.25,0.0,29.1,134.8,70.3,1.38,0.13,0.0,0.75,0.13,33.9,33.4,98.5,0.13,0.13,0.0,0.0,0.5,0.13,0.13,0.0,1.0,0.0,0.0,0.0,8.0,3.13,1.0,75.8
671,672,Adri Embarba,ESP,FW,Almería,La Liga,30,1992,5,2,202,2.2,0.0,2.27,0.45,20.0,0.0,0.0,20.6,0.45,0.0,0.0,24.5,35.5,69.2,515.5,151.4,13.6,16.4,83.3,4.55,6.36,71.4,5.91,9.55,61.9,0.91,1.36,1.82,1.82,0.91,3.18,35.5,30.5,5.0,0.45,0.0,3.18,3.64,3.18,4.09,2.27,1.36,0.45,17.7,5.91,11.8,5.45,27.3,0.91,0.45,0.0,24.5,0.0,0.91,0.0,2.27,3.64,1.36,1.36,0.45,0.0,0.45,0.0,1.36,0.0,0.45,0.45,0.0,0.45,0.0,2.73,0.91,2.27,0.45,0.0,0.45,0.45,100.0,0.0,12.3,2.73,22.2,5.91,3.18,3.18,2.27,0.0,0.0,2.27,0.45,3.18,1.36,0.0,53.2,0.91,10.0,23.2,22.7,4.09,47.7,4.09,7.73,52.9,4.09,0.45,37.7,181.4,117.3,6.36,0.91,0.45,0.91,2.73,38.6,30.0,77.6,5.0,1.36,0.45,0.45,2.27,2.27,1.82,3.18,0.91,0.0,0.0,0.0,9.55,1.82,2.27,44.4
672,673,Adri Embarba,ESP,FWMF,Espanyol,La Liga,30,1992,1,0,35,0.4,0.0,5.0,0.0,0.0,0.0,0.0,29.2,0.0,0.0,0.0,12.5,20.0,62.5,217.5,117.5,5.0,7.5,66.7,2.5,5.0,50.0,2.5,2.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.5,2.5,2.5,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,12.5,2.5,5.0,5.0,15.0,0.0,0.0,0.0,12.5,0.0,0.0,5.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,2.5,9.1,2.5,22.5,2.5,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,35.0,5.0,5.0,20.0,12.5,0.0,35.0,5.0,5.0,100.0,5.0,2.5,25.0,112.5,67.5,5.0,0.0,0.0,0.0,2.5,32.5,17.5,53.8,2.5,0.0,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0
675,676,Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,25,1997,7,2,282,3.1,0.0,2.9,1.61,55.6,0.0,0.0,10.2,0.0,0.0,0.0,9.35,15.5,60.4,145.5,21.9,3.87,5.48,70.6,4.52,6.77,66.7,0.32,1.94,16.7,0.0,0.32,0.32,0.0,0.0,0.65,15.5,13.2,2.26,0.0,0.0,3.55,0.32,0.65,0.0,0.0,0.0,0.0,6.13,5.48,3.87,6.45,1.61,3.87,0.65,0.0,9.35,0.0,0.32,0.65,0.0,0.65,0.0,0.32,0.0,0.32,0.0,0.0,0.32,0.0,0.0,0.0,0.32,0.0,0.0,1.29,0.97,0.32,0.65,0.32,0.0,0.0,0.0,0.0,15.2,5.48,36.2,1.61,4.52,9.03,0.0,0.0,0.0,0.0,0.32,1.61,1.29,0.0,27.4,1.61,3.87,11.3,12.6,6.77,25.2,0.32,0.65,50.0,0.32,0.0,10.3,22.9,11.0,0.97,0.0,0.65,4.19,0.65,35.8,18.4,51.4,4.84,0.32,0.0,0.0,0.32,0.65,1.29,0.65,0.97,0.0,0.0,0.0,3.23,5.81,7.42,43.9
680,681,Sergio Escudero,ESP,DF,Valladolid,La Liga,33,1989,5,5,394,4.4,0.0,1.14,0.45,40.0,0.0,0.0,21.3,0.0,0.0,0.0,33.9,43.9,77.2,622.0,258.6,16.1,16.6,97.3,13.6,15.5,88.2,3.64,9.55,38.1,0.0,0.68,1.59,1.14,0.23,2.73,43.9,34.5,9.32,0.91,0.0,2.27,0.68,1.36,0.45,0.0,0.23,0.23,24.3,7.27,12.3,29.5,4.77,0.91,7.95,0.0,33.9,0.45,0.91,0.68,1.82,1.36,1.14,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.82,1.59,0.91,0.0,0.45,2.73,16.7,2.27,14.3,3.41,23.8,6.36,7.05,0.91,1.82,0.23,0.0,1.59,2.05,4.55,2.05,0.0,55.2,2.95,22.3,25.7,10.5,0.45,46.4,0.68,0.91,75.0,0.68,0.0,30.9,132.3,81.4,2.27,1.36,0.0,0.23,1.14,32.7,29.3,89.6,0.91,0.0,0.0,0.0,1.59,1.14,0.23,1.36,1.82,0.0,0.0,0.0,6.59,1.36,1.36,50.0
681,682,Alfonso Espino,URU,DF,Cádiz,La Liga,30,1992,7,7,584,6.5,0.0,0.62,0.0,0.0,0.0,0.0,32.2,0.0,0.0,0.0,24.9,41.1,60.7,441.7,224.6,10.6,13.1,81.2,10.3,14.6,70.5,2.62,9.54,27.4,0.0,0.15,2.31,0.46,0.31,2.92,41.1,33.5,7.54,0.77,0.0,6.0,1.23,1.85,0.0,0.0,0.0,0.0,18.5,8.0,14.6,25.7,4.62,2.31,6.77,0.62,24.9,0.31,2.15,2.46,2.46,1.23,0.92,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,2.77,3.08,1.08,0.62,2.62,4.15,63.0,1.54,15.2,3.85,25.3,7.08,5.23,2.92,2.46,0.15,0.0,2.31,2.15,6.92,2.0,0.0,55.8,4.46,20.8,24.2,14.0,0.62,48.5,0.46,0.92,50.0,0.46,0.0,25.5,106.5,61.1,2.62,0.92,0.0,1.38,0.92,26.8,24.5,91.4,1.69,0.31,0.0,0.0,2.46,0.92,0.0,1.85,2.77,0.0,0.15,0.0,10.6,1.38,0.62,69.2
682,683,Bernardo Espinosa,COL,DF,Girona,La Liga,33,1989,5,4,318,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.6,60.3,90.5,1207.7,389.1,12.0,12.9,93.3,33.7,35.7,94.4,8.86,11.7,75.6,0.29,0.29,1.14,0.0,0.0,2.0,60.3,58.0,2.29,2.0,0.0,4.29,0.86,0.0,0.0,0.0,0.0,0.0,48.9,3.43,8.0,4.86,49.7,2.86,0.29,0.0,54.6,0.29,1.14,0.29,0.29,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.0,1.43,1.14,1.43,0.0,0.0,0.57,0.57,100.0,0.0,6.57,1.71,26.1,4.29,2.0,0.29,1.71,1.14,0.0,0.57,0.57,2.0,4.86,0.29,70.0,18.3,48.9,25.4,1.14,0.57,68.0,0.57,0.57,100.0,0.57,0.0,38.6,227.1,104.9,1.14,0.29,0.0,0.0,0.86,46.6,46.3,99.4,0.0,0.29,0.0,0.0,0.86,0.86,0.0,0.0,1.14,0.0,0.29,0.0,12.0,3.43,0.57,85.7
686,687,Edu Expósito,ESP,MF,Espanyol,La Liga,26,1996,7,6,437,4.9,0.41,1.22,0.61,50.0,0.33,0.67,29.6,0.41,0.0,0.0,28.6,37.6,76.1,562.7,144.5,9.59,12.2,78.3,13.9,16.1,86.1,4.49,7.76,57.9,0.0,1.02,1.84,1.02,0.0,3.06,37.6,35.1,2.45,0.82,0.0,6.94,0.82,1.22,0.61,0.0,0.2,0.41,25.3,4.9,7.35,4.29,29.2,1.84,0.2,0.41,28.6,0.41,1.43,0.82,0.61,1.43,0.82,0.41,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,1.22,0.82,1.02,0.0,0.61,0.61,100.0,0.0,21.2,5.31,25.0,5.71,11.6,3.88,0.61,0.0,0.0,0.61,1.63,3.47,0.82,0.0,47.8,2.24,8.78,24.3,16.9,2.04,44.9,0.41,0.61,66.7,0.41,0.0,29.2,129.0,72.7,4.08,1.43,0.2,1.84,0.82,33.7,29.8,88.5,4.08,0.0,0.0,0.0,1.63,2.04,0.0,1.22,1.22,0.0,0.0,0.0,9.59,1.63,1.22,57.1
688,689,Nicolás Ezequiel Fernández,ARG,DFMF,Elche,La Liga,22,2000,2,1,128,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7,41.4,86.2,603.6,305.0,18.6,18.6,100.0,12.9,15.0,85.7,2.86,5.71,50.0,0.0,1.43,3.57,2.14,0.71,5.71,41.4,32.1,9.29,1.43,0.0,2.14,2.14,2.86,0.0,0.0,0.0,0.0,28.6,7.14,5.71,28.6,5.0,0.0,7.86,0.0,35.7,0.0,0.0,1.43,0.71,2.14,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.86,1.43,2.14,1.43,2.14,5.71,37.5,3.57,18.6,4.29,23.1,9.29,6.43,2.86,2.14,0.0,0.0,2.14,1.43,6.43,3.57,0.0,53.6,5.0,17.9,20.7,16.4,0.71,44.3,0.71,2.14,33.3,0.71,0.71,30.7,114.3,68.6,2.86,0.71,0.0,0.0,0.71,34.3,27.9,81.3,1.43,0.71,0.0,0.0,1.43,0.0,0.0,2.86,2.86,0.0,0.0,0.71,4.29,0.0,1.43,0.0
689,690,Abdessamad Ezzalzouli,MAR,FWMF,Osasuna,La Liga,20,2001,5,2,201,2.2,0.0,2.73,0.45,16.7,0.0,0.0,16.5,0.45,0.0,0.0,22.7,33.2,68.5,308.2,86.4,12.3,17.7,69.2,9.09,12.3,74.1,0.0,1.36,0.0,0.45,0.91,1.36,1.36,0.0,2.27,33.2,32.3,0.91,0.45,0.45,7.73,0.45,2.73,0.0,0.0,0.0,0.0,25.5,4.55,3.18,6.36,23.2,2.27,0.45,0.0,22.7,0.0,0.91,0.91,1.36,3.18,2.27,0.0,0.91,0.0,0.0,0.0,0.91,0.45,0.0,0.45,0.0,0.0,0.0,4.09,3.18,1.82,1.82,0.45,1.36,2.73,50.0,1.36,24.1,6.82,28.3,6.82,11.4,5.91,2.27,0.0,0.0,2.27,1.82,5.91,0.0,0.0,52.7,0.0,7.73,21.4,29.1,5.0,51.4,2.73,4.09,66.7,2.73,0.45,40.0,257.3,185.5,9.09,2.27,3.18,3.18,3.18,40.9,35.9,87.8,6.82,0.45,0.0,0.0,2.73,3.18,0.0,2.73,3.18,0.0,0.0,0.0,6.36,0.91,0.91,50.0
698,699,Radamel Falcao,COL,FW,Rayo Vallecano,La Liga,36,1986,8,1,230,2.6,0.38,3.08,0.77,25.0,0.13,0.5,12.6,0.0,0.0,0.0,18.1,23.1,78.3,240.4,33.1,10.8,12.3,87.5,4.62,6.15,75.0,0.77,1.15,66.7,0.0,0.77,1.15,0.0,0.0,0.0,23.1,22.3,0.77,0.0,0.0,5.0,0.0,0.38,0.0,0.0,0.0,0.0,13.8,6.54,2.69,5.77,13.8,1.15,0.0,0.38,18.1,0.0,0.38,1.15,0.77,2.69,1.92,0.0,0.38,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.38,0.0,0.38,0.38,0.0,0.38,0.0,0.38,13.1,1.92,14.7,0.38,6.92,5.77,0.77,0.38,0.0,0.38,0.0,0.77,1.54,0.0,37.7,1.92,3.08,15.4,20.0,6.92,36.9,0.77,1.15,66.7,0.77,0.0,23.8,76.2,24.6,1.15,0.38,0.0,3.85,2.69,45.0,29.2,65.0,8.85,0.38,0.0,0.0,2.31,1.92,1.54,0.38,0.38,0.0,0.0,0.0,3.85,3.85,5.77,40.0
700,701,Fali,ESP,MFDF,Cádiz,La Liga,29,1993,3,3,196,2.2,0.0,0.45,0.0,0.0,0.0,0.0,17.1,0.0,0.0,0.0,16.8,24.5,68.5,385.5,121.4,5.0,6.36,78.6,7.73,11.4,68.0,4.09,6.82,60.0,0.0,0.0,2.27,0.0,0.0,2.27,24.5,23.6,0.91,0.91,0.0,3.64,0.45,0.0,0.0,0.0,0.0,0.0,11.8,4.55,8.18,5.0,15.9,3.18,0.0,0.0,16.8,0.0,1.36,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,2.27,1.82,0.91,0.45,1.36,1.82,75.0,0.45,11.8,5.45,46.2,5.45,5.45,0.91,1.82,0.45,0.0,1.36,1.36,4.55,6.36,0.0,37.3,8.64,16.8,19.5,3.18,0.45,36.4,0.0,0.0,0.0,0.0,0.0,15.5,86.4,39.5,0.45,0.45,0.0,0.45,0.0,15.5,15.0,97.1,0.45,0.45,0.0,0.0,0.91,0.45,0.0,0.0,2.27,0.0,0.0,0.0,7.73,0.91,4.55,16.7
